ID;wwwID;nowwwID;UserID;Date;Hosting Type;Language;Adult Content;Other Problem;Web Spam;News/Editorial;Commercial;Educational/Research;Discussion;Personal/Leisure;Media;Database;Readability-Vis;Readability-Lang;Neutrality;Bias;Trustiness;Confidence;auto_lang
23613;23613;56055;8;13-APR-10 11:36:54;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
35057;42980;35057;14;12-APR-10 11:48:51;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
32892;32892;84758;7;01-APR-10 12:33:47;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Unsure;en
16178;43596;16178;8;26-APR-10 16:45:53;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
23041;23041;45181;8;15-APR-10 12:34:30;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
880;18287;880;14;16-APR-10 14:55:45;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
73064;73064;25934;6;23-APR-10 10:44:17;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
25934;73064;25934;12;19-MAR-10 11:03:11;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;3;Sure;en
872;157767;872;8;27-APR-10 11:30:30;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
52020;;52020;6;21-APR-10 08:59:52;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
64036;64036;37041;14;15-APR-10 15:14:27;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
37041;64036;37041;14;20-APR-10 13:16:54;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;Database;2;2;3;2;3;Sure;en
73458;73458;76187;8;29-APR-10 11:21:14;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
89669;;89669;6;21-APR-10 08:48:00;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
89429;57655;89429;14;20-APR-10 12:52:03;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
57655;57655;89429;12;21-APR-10 14:19:22;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
96810;4421;96810;12;28-APR-10 14:47:40;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
87453;87453;245;14;20-APR-10 13:14:57;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
245;87453;245;12;18-MAR-10 14:07:50;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
31135;28567;31135;7;31-MAR-10 15:15:01;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;Database;2;2;3;2;3;Sure;en
28392;28392;10952;8;29-APR-10 15:23:16;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
28392;28392;10952;14;12-MAY-10 10:53:58;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
54918;149002;54918;8;18-MAR-10 12:02:47;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
85697;;85697;6;19-APR-10 17:33:41;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
87407;87407;;14;28-APR-10 16:00:52;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
87407;87407;;12;12-MAY-10 11:15:07;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
78681;78681;81527;6;12-APR-10 11:33:55;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
65778;;65778;14;14-APR-10 15:20:15;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
45369;23142;45369;8;27-APR-10 13:46:57;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
69421;64476;69421;14;20-APR-10 16:53:27;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
47658;24597;47658;14;23-APR-10 15:49:48;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;1;2;;;;Sure;en
47658;24597;47658;12;12-MAY-10 16:16:14;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
4425;4425;37157;8;09-APR-10 16:36:11;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
72709;72709;74902;14;23-APR-10 12:35:51;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
75394;53390;75394;8;18-MAR-10 13:27:12;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
85084;82764;85084;6;13-APR-10 14:12:26;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
85084;82764;85084;14;30-APR-10 11:28:06;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
50301;;50301;14;24-MAR-10 10:52:52;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Unsure;en
50301;;50301;12;18-MAR-10 15:21:56;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
16185;83144;16185;6;14-APR-10 14:55:41;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
7973;7973;10082;6;16-APR-10 12:23:42;;en;;;Spam;;;;;;;;;;;;;;en
49640;44622;49640;8;02-APR-10 13:07:18;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;1;1;3;Sure;en
36550;43920;36550;8;15-APR-10 12:26:03;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
10578;48258;10578;12;07-APR-10 10:52:30;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
40298;;40298;6;26-APR-10 11:33:13;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
53064;53064;84913;8;09-APR-10 17:06:16;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
53064;53064;84913;14;12-MAY-10 10:45:16;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
45610;3453;45610;6;13-APR-10 14:48:43;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
16569;83383;16569;6;12-APR-10 16:34:07;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
69664;77404;69664;14;19-MAR-10 11:22:33;;;;;Spam;;;;;;;;;;;;;;en
49824;;49824;6;14-APR-10 14:12:34;;en;;;Spam;;;;;;;;;;;;;;en
32585;32585;;8;01-APR-10 10:36:51;;en;;;Spam;;;;;;;;;;;;;;en
19178;19178;;14;12-APR-10 17:16:54;;en;;;Spam;;;;;;;;;;;;;;en
15604;;15604;8;31-MAR-10 10:59:55;;en;;;Spam;;;;;;;;;;;;;;en
35447;33117;35447;8;14-APR-10 11:36:59;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
89684;;89684;14;20-APR-10 16:43:22;;en;;;Spam;;;;;;;;;;;;;;en
95248;33155;95248;14;16-APR-10 13:20:39;;en;;;Spam;;;;;;;;;;;;;;en
39670;37673;39670;14;23-APR-10 13:16:53;;en;;;Spam;;;;;;;;;;;;;;en
81909;39278;81909;12;31-MAR-10 15:56:24;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
39278;39278;81909;6;19-APR-10 17:17:59;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
28646;28646;21376;14;05-MAY-10 14:07:36;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
60141;57987;60141;8;21-APR-10 11:55:53;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
57987;57987;60141;7;31-MAR-10 10:28:56;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;3;Sure;en
62797;62797;55083;14;05-MAY-10 13:42:45;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
16191;43608;16191;6;31-MAR-10 12:12:04;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
32665;32665;24893;6;20-APR-10 18:30:59;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
24893;32665;24893;12;12-APR-10 15:15:56;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
35735;;35735;13;18-MAR-10 11:35:24;;;;;Spam;;;;;;;;;;;;;;en
13157;13157;5598;8;26-APR-10 17:05:59;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
92775;92775;95097;14;14-APR-10 16:18:27;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
92775;92775;95097;12;08-APR-10 13:54:45;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
89422;97382;89422;6;13-APR-10 11:56:03;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
89422;97382;89422;14;24-MAR-10 11:04:43;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
92517;92517;;8;06-APR-10 10:26:51;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
92517;92517;;6;20-APR-10 17:34:42;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
59022;59022;42013;14;13-APR-10 13:35:08;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
10598;77849;10598;6;23-APR-10 12:44:35;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
39354;39354;12446;14;28-APR-10 13:31:17;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
56176;63510;56176;8;07-APR-10 12:40:41;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
28870;28870;31572;6;20-APR-10 15:02:27;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
8280;8280;771;12;12-APR-10 16:43:36;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
92108;185540;92108;14;12-MAY-10 12:04:18;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
95567;161376;95567;13;17-MAR-10 14:16:34;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
24528;24528;;8;21-APR-10 11:53:24;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
24528;24528;;14;21-APR-10 14:31:26;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
43721;43721;36276;6;12-APR-10 10:55:20;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
33381;33381;;6;14-APR-10 15:42:29;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
1170;8519;1170;14;22-APR-10 12:03:34;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
5945;13399;5945;14;23-APR-10 12:29:37;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
79841;153641;79841;12;27-APR-10 14:26:49;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
51027;;51027;8;02-APR-10 11:43:11;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;Database;2;2;3;;3;Sure;en
10207;18022;10207;8;31-MAR-10 14:03:01;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;Personal-Leisure;NonMedia;Database;2;2;3;;3;Sure;en
45103;12930;45103;8;16-APR-10 15:24:41;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
42824;42824;5068;6;21-APR-10 08:23:18;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;1;2;3;2;3;Sure;en
5068;42824;5068;6;27-APR-10 13:23:51;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
45103;12930;45103;12;27-APR-10 14:00:07;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
28285;28285;;6;27-APR-10 11:27:54;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
3358;3358;110758;14;16-APR-10 13:12:41;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
7680;74107;7680;14;23-APR-10 12:04:14;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
48807;48807;51402;8;13-APR-10 14:34:45;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
8112;8112;10265;7;31-MAR-10 13:33:59;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Unsure;en
15078;;15078;12;19-APR-10 16:08:02;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
14243;14243;76745;7;01-APR-10 10:07:03;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;3;Sure;en
14243;14243;76745;12;12-MAY-10 10:46:49;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
39298;39298;139155;14;13-APR-10 13:21:40;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
57932;57932;50164;6;19-APR-10 10:39:36;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
50164;57932;50164;6;14-APR-10 15:01:11;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
50164;57932;50164;8;30-APR-10 10:45:21;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
67646;67646;39871;12;31-MAR-10 14:32:16;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
39871;67646;39871;14;24-MAR-10 11:31:42;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
39871;67646;39871;8;30-APR-10 13:34:15;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
51071;18573;51071;8;18-MAR-10 14:10:49;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
49187;49187;52060;8;15-APR-10 14:28:00;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
83264;83264;56217;12;14-APR-10 18:34:56;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
83264;83264;56217;8;23-APR-10 12:00:50;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
95770;93249;95770;14;12-MAY-10 11:31:22;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
33463;33463;118462;14;20-APR-10 10:28:20;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
43263;43263;85162;6;13-APR-10 11:01:21;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
43263;43263;85162;14;30-APR-10 08:39:36;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
97707;97707;107772;8;09-APR-10 16:06:52;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
97707;97707;107772;12;05-MAY-10 10:56:16;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
